\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2020-02-22 08:00:22,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2020-01-01,1,13219,523,1200,914,847,4718,902,64,2564,399,1290,13419,200
2020-01-01,2,12895,518,1190,887,826,4571,869,60,2504,384,1273,13082,187
2020-01-01,3,12554,519,1201,865,803,4443,839,60,2404,373,1260,12768,214
2020-01-01,4,12360,519,1183,852,789,4356,825,59,2406,361,1241,12591,231
2020-01-01,5,12353,520,1194,852,809,4317,826,60,2403,360,1244,12586,232
2020-01-01,6,12458,517,1171,870,829,4343,845,64,2417,368,1260,12684,226
2020-01-01,7,12729,526,1175,902,852,4437,875,66,2491,382,1306,13012,283
2020-01-01,8,13180,542,1135,921,912,4519,900,68,2518,395,1363,13274,94
2020-01-01,9,13406,543,1149,940,951,4563,922,72,2633,405,1378,13556,151
2020-01-01,10,13765,552,1162,975,990,4705,959,75,2703,424,1366,13910,145
2020-01-01,11,14078,558,1168,1001,1010,4899,988,74,2807,448,1307,14259,181
2020-01-01,12,14373,562,1163,1023,1002,5074,978,71,2916,460,1248,14497,125
2020-01-01,13,14495,560,1178,1043,992,5222,984,72,2816,470,1225,14562,67
2020-01-01,14,14513,555,1173,1041,966,5263,1014,73,2838,476,1209,14608,95
2020-01-01,15,14690,552,1217,1033,986,5242,1040,70,2860,463,1247,14709,19
2020-01-01,16,14753,549,1232,1025,1017,5224,1060,72,2917,456,1344,14895,142
2020-01-01,17,15490,588,1278,1096,1088,5360,1124,76,3079,469,1484,15642,152
2020-01-01,18,16324,596,1289,1158,1121,5768,1212,76,3238,503,1564,16525,200
2020-01-01,19,16208,594,1276,1127,1116,5787,1192,69,3187,494,1545,16387,178
2020-01-01,20,15911,587,1255,1096,1092,5691,1156,63,3130,482,1493,16045,134
2020-01-01,21,15535,582,1268,1068,1032,5583,1121,62,3085,469,1443,15714,179
2020-01-01,22,15222,578,1268,1043,998,5419,1068,57,2984,451,1414,15280,57
2020-01-01,23,14426,574,1269,989,956,5182,992,57,2839,424,1345,14629,203
2020-01-01,24,13698,560,1231,925,897,4889,920,58,2651,396,1286,13813,114
2020-01-02,1,12996,544,1190,879,840,4641,869,55,2521,377,1260,13176,180
2020-01-02,2,12662,535,1168,852,816,4464,831,54,2476,394,1249,12839,177
2020-01-02,3,12435,536,1160,839,810,4348,818,53,2421,369,1253,12606,171
2020-01-02,4,12365,539,1149,836,820,4301,813,53,2438,375,1254,12579,214
2020-01-02,5,12481,535,1188,854,811,4326,822,53,2491,369,1266,12716,235
2020-01-02,6,12940,542,1148,897,849,4511,858,54,2599,383,1306,13147,208
2020-01-02,7,13999,561,1138,982,922,4891,927,58,2810,410,1402,14100,102
2020-01-02,8,15238,579,1199,1047,1021,5341,1003,62,3121,446,1513,15332,95
2020-01-02,9,15655,586,1270,1078,1042,5571,1038,64,3190,459,1560,15859,204
2020-01-02,10,15819,605,1278,1094,995,5689,1046,66,3175,453,1574,15976,157
2020-01-02,11,15839,554,1311,1096,922,5750,980,63,3239,454,1556,15925,86
2020-01-02,12,15846,547,1315,1098,840,5924,914,64,3230,453,1497,15882,35
2020-01-02,13,15685,539,1345,1085,878,5942,954,65,3203,460,1436,15906,221
2020-01-02,14,15926,536,1347,1066,920,5960,991,59,3242,477,1412,16010,84
2020-01-02,15,15932,531,1363,1074,970,5917,1013,60,3171,475,1455,16029,97
2020-01-02,16,16048,549,1330,1103,1034,5891,1043,62,3251,481,1545,16289,241
2020-01-02,17,16846,578,1370,1166,1119,6071,1113,63,3396,491,1603,16969,124
2020-01-02,18,17621,584,1364,1229,1178,6327,1194,64,3560,516,1635,17649,29
2020-01-02,19,17331,592,1361,1198,1152,6258,1175,61,3517,510,1636,17460,130
2020-01-02,20,17099,623,1387,1169,1111,6137,1155,59,3444,500,1606,17193,93
2020-01-02,21,16784,620,1382,1133,1069,5993,1125,59,3374,489,1579,16823,39
2020-01-02,22,16005,602,1346,1108,1023,5758,1062,58,3219,466,1540,16182,177
2020-01-02,23,15145,588,1321,1028,980,5417,984,57,3046,437,1460,15320,176
2020-01-02,24,14154,581,1267,942,892,5039,898,58,2859,400,1376,14313,159
2020-01-03,1,13369,561,1248,885,813,4729,835,55,2722,376,1332,13556,188
2020-01-03,2,12976,556,1214,847,811,4516,796,52,2577,362,1338,13069,93
2020-01-03,3,12588,550,1212,844,795,4381,770,55,2502,359,1345,12814,226
2020-01-03,4,12570,556,1210,834,792,4316,761,55,2574,351,1328,12777,207
2020-01-03,5,12759,556,1243,834,832,4339,771,59,2627,363,1350,12973,214
2020-01-03,6,13419,551,1221,884,874,4513,808,61,2697,381,1425,13414,-5
2020-01-03,7,14323,558,1217,942,922,4873,889,68,2836,406,1527,14239,-84
2020-01-03,8,15321,544,1277,1012,939,5302,976,76,3068,442,1655,15291,-30
2020-01-03,9,15941,572,1267,1070,973,5555,1021,79,3208,464,1721,15930,-11
2020-01-03,10,16053,583,1261,1065,960,5704,1043,80,3280,484,1743,16203,151
2020-01-03,11,16339,554,1268,1063,950,5834,1042,81,3347,493,1770,16402,63
2020-01-03,12,16358,576,1279,1076,958,5919,1029,81,3343,507,1762,16530,172
2020-01-03,13,16684,578,1311,1088,975,5967,1005,79,3353,508,1767,16634,-50
2020-01-03,14,16744,578,1299,1085,967,5975,1013,79,3384,504,1782,16664,-79
2020-01-03,15,16516,575,1306,1092,961,5908,1033,81,3383,503,1779,16620,104
2020-01-03,16,16491,575,1309,1102,1012,5877,1054,82,3382,495,1768,16657,165
2020-01-03,17,16991,577,1370,1154,1081,6008,1118,83,3396,509,1791,17087,96
2020-01-03,18,17675,586,1393,1188,1136,6228,1196,86,3538,532,1789,17671,-4
2020-01-03,19,17228,590,1384,1173,1109,6163,1184,84,3486,524,1732,17429,201
2020-01-03,20,16918,620,1349,1146,1099,6047,1171,82,3435,509,1696,17155,237
2020-01-03,21,16669,611,1338,1103,1076,5926,1151,82,3352,500,1675,16814,145
2020-01-03,22,16091,603,1306,1053,1025,5723,1100,103,3206,485,1631,16235,143
2020-01-03,23,15254,590,1301,1001,969,5427,1025,78,3039,457,1549,15437,183
2020-01-03,24,14304,575,1243,939,905,5057,936,76,2869,420,1475,14496,192
2020-01-04,1,13670,556,1202,885,859,4755,863,70,2749,407,1449,13796,126
2020-01-04,2,13237,550,1212,851,832,4547,819,69,2628,388,1424,13321,84
2020-01-04,3,12942,546,1221,825,825,4405,794,69,2605,381,1402,13072,130
2020-01-04,4,12814,538,1216,802,824,4338,785,69,2573,383,1399,12926,112
2020-01-04,5,12814,536,1225,819,825,4357,791,69,2564,387,1405,12978,164
2020-01-04,6,13030,531,1190,845,846,4463,809,73,2643,406,1420,13227,197
2020-01-04,7,13623,511,1231,888,900,4662,855,78,2729,420,1461,13734,111
2020-01-04,8,14289,485,1259,936,990,4898,927,82,2847,447,1544,14416,127
2020-01-04,9,14854,524,1306,989,1042,5095,987,83,2937,468,1596,15028,174
2020-01-04,10,15432,558,1333,1038,1054,5332,1037,82,3051,492,1642,15618,186
2020-01-04,11,15880,573,1310,1073,1052,5529,1058,78,3128,509,1671,15978,98
2020-01-04,12,16125,583,1296,1077,1043,5693,1059,77,3159,527,1722,16236,111
2020-01-04,13,16131,588,1307,1063,1024,5759,1060,77,3144,526,1742,16288,158
2020-01-04,14,16123,585,1278,1064,1023,5758,1052,71,3182,525,1734,16272,149
2020-01-04,15,16082,579,1293,1060,1031,5717,1052,71,3152,516,1709,16181,99
2020-01-04,16,16139,572,1328,1101,1053,5725,1071,74,3160,523,1697,16305,166
2020-01-04,17,16640,575,1391,1143,1128,5854,1133,76,3264,537,1685,16787,147
2020-01-04,18,17273,597,1402,1186,1193,6074,1218,78,3417,551,1666,17382,109
2020-01-04,19,16885,593,1371,1159,1159,6032,1192,77,3377,537,1637,17132,248
2020-01-04,20,16579,595,1365,1125,1122,5908,1147,70,3316,517,1621,16786,207
2020-01-04,21,16251,589,1352,1088,1086,5777,1114,69,3239,502,1573,16389,138
2020-01-04,22,15788,584,1349,1050,1051,5604,1064,66,3131,485,1494,15877,89
2020-01-04,23,15023,600,1335,992,997,5348,996,65,2949,456,1450,15190,167
2020-01-04,24,14213,579,1282,929,934,5055,927,61,2820,430,1386,14402,189
2020-01-05,1,13678,570,1251,880,885,4788,875,55,2697,407,1342,13750,72
2020-01-05,2,13156,554,1230,861,856,4577,839,53,2566,420,1315,13272,116
2020-01-05,3,12831,547,1240,842,842,4436,820,55,2486,422,1300,12991,160
2020-01-05,4,12827,547,1271,848,844,4353,812,52,2507,417,1311,12963,136
2020-01-05,5,12822,541,1268,851,854,4331,813,58,2474,417,1320,12928,106
2020-01-05,6,12994,541,1245,872,884,4372,836,63,2534,397,1344,13089,95
2020-01-05,7,13468,537,1286,900,917,4516,894,74,2644,409,1390,13567,99
2020-01-05,8,13991,553,1289,945,967,4696,958,75,2703,432,1462,14079,88
2020-01-05,9,14406,569,1325,1002,995,4854,996,76,2780,447,1504,14549,143
2020-01-05,10,14727,593,1314,1042,935,5059,999,82,2853,466,1498,14841,114
2020-01-05,11,14913,602,1331,1071,876,5206,975,84,2969,473,1457,15044,131
2020-01-05,12,14979,608,1314,1084,814,5364,969,78,3029,495,1470,15226,247
2020-01-05,13,15208,608,1319,1083,755,5535,1013,73,3055,493,1511,15447,239
2020-01-05,14,15412,612,1318,1070,757,5603,1052,77,3119,492,1551,15652,240
2020-01-05,15,15750,609,1321,1075,873,5654,1050,82,3113,501,1567,15844,95
2020-01-05,16,15992,585,1355,1113,1002,5706,1062,81,3141,505,1585,16135,143
2020-01-05,17,16846,599,1389,1207,1157,5954,1196,83,3294,522,1664,17064,218
2020-01-05,18,17885,612,1434,1294,1259,6246,1283,86,3515,533,1684,17946,60
2020-01-05,19,17617,612,1415,1271,1236,6251,1258,79,3465,530,1632,17749,131
2020-01-05,20,17288,607,1414,1242,1203,6172,1213,72,3413,513,1577,17425,137
2020-01-05,21,16853,598,1405,1224,1172,6028,1166,66,3289,496,1540,16983,130
2020-01-05,22,16207,595,1393,1170,1119,5806,1097,66,3124,474,1484,16327,120
2020-01-05,23,15354,576,1385,1091,1049,5496,1016,67,2913,448,1431,15472,118
2020-01-05,24,14477,556,1377,1027,982,5147,934,59,2817,421,1375,14695,218
2020-01-06,1,13928,543,1359,991,941,4853,883,52,2724,400,1338,14083,155
2020-01-06,2,13629,550,1340,959,924,4665,861,51,2668,393,1348,13759,130
2020-01-06,3,13484,557,1318,955,920,4549,849,51,2622,391,1347,13560,76
2020-01-06,4,13454,564,1310,967,923,4519,835,50,2648,394,1313,13523,69
2020-01-06,5,13602,557,1308,990,943,4589,854,51,2659,397,1325,13673,71
2020-01-06,6,14206,559,1298,1052,981,4853,896,54,2751,416,1400,14261,55
2020-01-06,7,15539,572,1336,1169,1067,5330,1003,61,3030,440,1526,15534,-5
2020-01-06,8,16992,537,1380,1264,1129,5981,1113,64,3302,494,1691,16955,-36
2020-01-06,9,17125,559,1358,1288,1136,6080,1127,66,3355,506,1706,17180,55
2020-01-06,10,17055,553,1279,1270,1109,6220,1122,65,3378,513,1623,17133,78
2020-01-06,11,16949,539,1279,1271,1073,6312,1119,65,3406,510,1556,17130,180
2020-01-06,12,16846,535,1264,1263,1048,6363,1108,54,3350,510,1494,16988,142
2020-01-06,13,16738,522,1275,1228,1033,6382,1098,51,3321,500,1431,16842,103
2020-01-06,14,16548,520,1269,1241,1018,6372,1078,59,3271,499,1405,16733,184
2020-01-06,15,16419,512,1290,1223,1033,6298,1089,66,3231,491,1411,16642,223
2020-01-06,16,16723,511,1312,1237,1077,6319,1132,69,3298,499,1482,16936,213
2020-01-06,17,17668,535,1403,1308,1167,6513,1194,68,3419,522,1620,17749,81
2020-01-06,18,18680,583,1444,1387,1236,6789,1285,70,3621,555,1709,18679,-2
2020-01-06,19,18368,594,1423,1346,1210,6789,1272,69,3591,549,1696,18540,172
2020-01-06,20,18196,626,1416,1323,1192,6687,1249,68,3544,532,1668,18306,110
2020-01-06,21,17817,632,1406,1288,1148,6484,1207,65,3506,516,1652,17904,87
2020-01-06,22,17122,623,1374,1226,1088,6214,1145,64,3383,496,1637,17249,127
2020-01-06,23,16078,610,1315,1129,995,5815,1053,60,3201,461,1578,16217,139
2020-01-06,24,14881,588,1224,1050,936,5376,967,62,2975,433,1501,15112,231
2020-01-07,1,14347,582,1193,977,906,5065,910,60,2845,414,1485,14437,90
2020-01-07,2,14010,578,1163,960,888,4889,887,60,2778,407,1479,14090,80
2020-01-07,3,13781,571,1169,928,885,4796,871,63,2714,403,1488,13889,107
2020-01-07,4,13867,572,1190,935,884,4755,867,67,2786,403,1494,13952,85
2020-01-07,5,14074,569,1174,948,897,4819,879,70,2794,403,1529,14082,8
2020-01-07,6,14606,563,1176,1000,949,5052,945,72,2878,426,1569,14629,22
2020-01-07,7,15931,580,1243,1121,1025,5555,1047,76,3144,467,1678,15935,5
2020-01-07,8,17335,590,1320,1211,1100,6136,1164,79,3448,516,1823,17387,51
2020-01-07,9,17547,619,1321,1196,1095,6307,1181,79,3493,527,1853,17670,123
2020-01-07,10,17363,619,1319,1166,1029,6404,1163,76,3462,523,1770,17531,169
2020-01-07,11,17155,617,1322,1106,994,6439,1148,76,3419,523,1677,17320,165
2020-01-07,12,16869,609,1293,1079,933,6416,1118,76,3331,530,1626,17012,143
2020-01-07,13,16508,601,1253,1065,901,6346,1077,64,3213,521,1600,16642,134
2020-01-07,14,16333,592,1242,1094,937,6308,1027,72,3217,506,1576,16572,238
2020-01-07,15,16439,593,1273,1124,981,6285,1004,76,3271,502,1603,16711,272
2020-01-07,16,16715,600,1301,1141,1035,6236,1057,83,3284,503,1701,16942,227
2020-01-07,17,17399,608,1356,1234,1134,6363,1159,79,3444,523,1744,17645,246
2020-01-07,18,18266,626,1408,1310,1213,6717,1252,70,3619,548,1751,18514,248
2020-01-07,19,18118,639,1423,1243,1207,6683,1227,63,3608,541,1697,18330,212
2020-01-07,20,18010,670,1442,1257,1194,6571,1210,60,3608,527,1712,18254,243
2020-01-07,21,17686,677,1399,1217,1169,6409,1180,57,3531,513,1690,17843,158
2020-01-07,22,16970,661,1354,1153,1106,6151,1125,56,3425,495,1633,17159,189
2020-01-07,23,16024,648,1314,1067,1012,5767,1035,58,3226,467,1553,16146,122
2020-01-07,24,14916,633,1310,982,938,5349,937,52,3005,425,1448,15078,162
2020-01-08,1,14222,624,1262,936,903,5034,891,51,2897,417,1388,14403,181
2020-01-08,2,13877,613,1289,884,871,4870,861,55,2820,418,1378,14060,182
2020-01-08,3,13682,602,1296,895,874,4765,842,57,2729,418,1386,13863,181
2020-01-08,4,13733,599,1295,895,882,4791,842,50,2708,412,1388,13864,131
2020-01-08,5,13914,606,1329,935,889,4847,856,51,2733,404,1388,14039,125
2020-01-08,6,14500,603,1330,966,940,5071,913,55,2871,416,1434,14601,101
2020-01-08,7,15743,624,1310,1079,1018,5582,1029,63,3114,457,1545,15821,78
2020-01-08,8,17297,639,1362,1166,1089,6148,1142,66,3451,516,1723,17303,6
2020-01-08,9,17549,668,1397,1151,1083,6310,1172,68,3490,527,1774,17639,90
2020-01-08,10,17465,659,1398,1157,1026,6367,1154,70,3438,518,1768,17555,89
2020-01-08,11,17360,641,1406,1155,959,6491,1137,71,3454,520,1725,17560,200
2020-01-08,12,17291,631,1415,1143,864,6527,1144,71,3443,529,1723,17491,199
2020-01-08,13,17134,626,1451,1130,804,6482,1112,70,3436,539,1685,17335,201
2020-01-08,14,17035,578,1431,1151,792,6515,1098,69,3443,543,1700,17321,286
2020-01-08,15,17162,568,1446,1155,876,6520,1126,75,3399,540,1715,17419,257
2020-01-08,16,17606,566,1466,1208,1014,6604,1191,71,3418,551,1757,17846,240
2020-01-08,17,18465,590,1536,1281,1189,6770,1281,73,3591,562,1845,18718,253
2020-01-08,18,19597,607,1550,1393,1304,7083,1387,75,3803,588,1923,19713,116
2020-01-08,19,19786,632,1570,1367,1302,7107,1390,74,3812,589,1916,19759,-27
2020-01-08,20,19688,637,1616,1335,1305,7016,1392,75,3788,586,1912,19661,-27
2020-01-08,21,19503,637,1620,1289,1266,6846,1360,79,3731,556,1889,19273,-229
2020-01-08,22,18598,632,1591,1229,1208,6559,1301,81,3545,537,1821,18504,-93
2020-01-08,23,17607,631,1545,1155,1150,6177,1229,82,3423,510,1758,17661,54
2020-01-08,24,16503,614,1485,1096,1094,5751,1147,80,3222,467,1668,16624,122
2020-01-09,1,15786,616,1458,1051,1062,5431,1091,77,3091,449,1624,15950,164
2020-01-09,2,15456,618,1412,1026,1052,5223,1066,73,3033,439,1616,15558,102
2020-01-09,3,15165,614,1403,1021,1054,5112,1061,74,2955,435,1607,15336,171
2020-01-09,4,15115,607,1389,1031,1063,5077,1066,71,2978,434,1603,15320,205
2020-01-09,5,15348,607,1409,1057,1094,5122,1090,74,2999,435,1601,15487,139
2020-01-09,6,15751,588,1417,1116,1153,5325,1141,77,3081,452,1607,15958,207
2020-01-09,7,16969,600,1471,1233,1248,5830,1241,80,3341,492,1661,17197,228
2020-01-09,8,18288,595,1526,1334,1324,6411,1338,79,3589,539,1768,18504,216
2020-01-09,9,18448,608,1548,1314,1227,6570,1338,79,3606,550,1781,18622,174
2020-01-09,10,17980,605,1537,1246,1018,6686,1311,74,3524,541,1727,18270,290
2020-01-09,11,17776,605,1525,1213,898,6780,1233,69,3520,539,1704,18086,310
2020-01-09,12,17618,611,1514,1179,841,6792,1202,66,3477,535,1707,17925,307
2020-01-09,13,17638,608,1516,1187,961,6725,1204,64,3463,530,1691,17950,312
2020-01-09,14,17858,601,1464,1220,1042,6690,1215,64,3454,531,1693,17973,115
2020-01-09,15,17896,602,1467,1223,1087,6632,1226,65,3496,544,1741,18083,187
2020-01-09,16,18289,597,1498,1263,1173,6652,1255,67,3533,558,1742,18337,48
2020-01-09,17,18887,597,1570,1354,1305,6796,1314,67,3636,566,1776,18981,93
2020-01-09,18,19758,604,1589,1424,1373,7101,1389,69,3793,591,1783,19717,-41
2020-01-09,19,19587,611,1582,1389,1357,7055,1367,66,3756,586,1742,19511,-76
2020-01-09,20,19294,651,1592,1387,1345,6882,1346,64,3694,578,1701,19241,-53
2020-01-09,21,18842,645,1583,1369,1306,6698,1313,61,3610,554,1662,18802,-40
2020-01-09,22,17985,629,1534,1318,1226,6413,1233,59,3480,526,1584,18002,17
2020-01-09,23,16785,615,1495,1189,1142,5985,1125,54,3268,487,1489,16850,65
2020-01-09,24,15603,596,1451,1118,1065,5564,1024,53,3038,447,1407,15762,159
2020-01-10,1,14871,591,1417,1045,1020,5199,955,49,2850,414,1358,14898,28
2020-01-10,2,14289,579,1371,1009,991,4968,909,49,2719,401,1334,14330,41
2020-01-10,3,13879,579,1367,998,968,4830,879,48,2677,394,1319,14059,181
2020-01-10,4,13714,556,1333,1006,933,4775,859,49,2653,392,1330,13886,173
2020-01-10,5,13789,543,1233,1020,935,4800,863,49,2671,399,1365,13877,88
2020-01-10,6,14350,543,1255,1056,986,4980,894,49,2871,412,1420,14465,114
2020-01-10,7,15546,551,1283,1174,1050,5456,987,55,3062,454,1525,15597,52
2020-01-10,8,16947,584,1332,1268,1111,6044,1088,59,3380,504,1667,17037,90
2020-01-10,9,17492,616,1343,1269,1126,6256,1114,59,3499,512,1732,17525,34
2020-01-10,10,17355,600,1356,1265,1114,6353,1103,59,3477,520,1741,17586,231
2020-01-10,11,17425,587,1378,1257,1081,6456,1094,59,3436,522,1755,17625,199
2020-01-10,12,17529,598,1368,1242,1069,6507,1082,64,3447,525,1766,17668,139
2020-01-10,13,17451,593,1362,1221,1057,6478,1068,70,3493,524,1747,17612,161
2020-01-10,14,17486,569,1346,1197,1059,6469,1070,72,3450,525,1750,17506,20
2020-01-10,15,17396,563,1346,1187,1059,6407,1079,77,3449,518,1756,17442,46
2020-01-10,16,17520,569,1327,1183,1095,6352,1087,85,3462,528,1755,17442,-78
2020-01-10,17,17951,573,1377,1222,1150,6451,1140,90,3548,533,1787,17872,-79
2020-01-10,18,18297,583,1387,1251,1178,6567,1197,92,3573,539,1768,18135,-162
2020-01-10,19,17691,591,1376,1225,1146,6478,1177,88,3492,531,1716,17821,130
2020-01-10,20,17317,593,1386,1206,1135,6343,1157,85,3456,516,1663,17539,222
2020-01-10,21,16996,593,1461,1171,1104,6163,1132,84,3397,501,1624,17229,233
2020-01-10,22,16443,596,1435,1117,1046,5925,1083,81,3250,482,1592,16608,166
2020-01-10,23,15623,582,1409,1037,988,5563,1002,78,3084,457,1518,15719,96
2020-01-10,24,14421,565,1377,976,928,5196,899,75,2854,425,1375,14670,249
2020-01-11,1,13665,557,1352,916,886,4864,830,68,2682,402,1283,13841,175
2020-01-11,2,13151,575,1308,885,851,4654,786,66,2581,382,1245,13333,182
2020-01-11,3,12932,588,1305,875,845,4509,764,64,2505,399,1221,13074,143
2020-01-11,4,12680,589,1296,880,844,4406,747,62,2476,411,1203,12913,234
2020-01-11,5,12642,592,1311,857,840,4402,754,58,2442,405,1191,12852,210
2020-01-11,6,12836,596,1310,879,848,4436,765,54,2480,412,1190,12972,136
2020-01-11,7,13526,605,1327,926,870,4576,812,69,2601,428,1257,13471,-54
2020-01-11,8,14171,617,1352,966,921,4807,890,72,2736,431,1356,14147,-24
2020-01-11,9,14770,649,1431,1038,963,4997,953,63,2849,450,1527,14918,148
2020-01-11,10,15641,680,1472,1112,993,5329,1018,66,3050,466,1639,15826,185
2020-01-11,11,16397,681,1495,1132,1034,5622,1077,72,3154,497,1650,16413,16
2020-01-11,12,16638,675,1483,1146,1073,5747,1122,78,3218,507,1620,16669,31
2020-01-11,13,16955,665,1478,1178,1068,5868,1160,79,3348,515,1634,16993,38
2020-01-11,14,17318,653,1434,1166,1066,6016,1180,82,3461,521,1634,17213,-105
2020-01-11,15,17352,644,1446,1160,1083,5987,1177,83,3432,527,1611,17150,-202
2020-01-11,16,17160,647,1448,1181,1090,5943,1185,84,3428,519,1607,17133,-27
2020-01-11,17,17613,660,1498,1215,1146,6086,1227,85,3501,525,1671,17614,1
2020-01-11,18,18052,673,1527,1246,1198,6257,1281,87,3579,529,1644,18020,-32
2020-01-11,19,17561,672,1519,1205,1156,6192,1245,83,3492,519,1591,17674,114
2020-01-11,20,17039,655,1511,1154,1100,6025,1195,80,3374,514,1556,17165,125
2020-01-11,21,16771,641,1494,1117,1069,5886,1160,80,3306,496,1537,16787,16
2020-01-11,22,16237,638,1474,1071,1020,5672,1116,79,3200,481,1523,16274,37
2020-01-11,23,15427,631,1470,1019,964,5429,1053,76,2979,458,1451,15531,104
2020-01-11,24,14601,613,1438,964,922,5144,988,73,2874,429,1374,14819,218
2020-01-12,1,14042,603,1408,919,887,4918,939,72,2720,409,1357,14230,189
2020-01-12,2,13671,599,1337,882,873,4724,905,68,2704,399,1349,13840,170
2020-01-12,3,13474,591,1331,877,893,4601,888,68,2669,401,1339,13659,185
2020-01-12,4,13440,585,1330,878,912,4532,882,69,2661,391,1329,13569,128
2020-01-12,5,13387,584,1306,883,913,4529,886,72,2666,386,1318,13542,155
2020-01-12,6,13709,586,1324,903,946,4603,917,78,2696,411,1362,13826,117
2020-01-12,7,14288,595,1333,944,974,4786,970,85,2777,420,1431,14316,28
2020-01-12,8,14948,606,1375,993,1030,5015,1033,99,2902,433,1506,14992,44
2020-01-12,9,15583,620,1419,1044,1099,5186,1094,104,2998,458,1577,15599,15
2020-01-12,10,16179,631,1433,1087,1134,5488,1137,107,3130,481,1622,16250,71
2020-01-12,11,16759,645,1432,1125,1152,5712,1161,109,3213,498,1626,16674,-86
2020-01-12,12,16970,639,1420,1157,1166,5830,1177,107,3238,515,1632,16882,-88
2020-01-12,13,17134,629,1401,1171,1163,5902,1192,106,3280,523,1680,17046,-87
2020-01-12,14,16996,612,1384,1157,1150,5906,1191,105,3264,521,1702,16993,-3
2020-01-12,15,17032,621,1399,1167,1146,5909,1193,106,3246,531,1720,17037,6
2020-01-12,16,17278,621,1407,1175,1187,5948,1210,108,3337,541,1748,17282,4
2020-01-12,17,17983,628,1518,1244,1257,6109,1277,111,3454,553,1817,17969,-15
2020-01-12,18,19012,646,1564,1337,1346,6473,1376,116,3613,580,1832,18884,-128
2020-01-12,19,18687,659,1561,1316,1314,6475,1346,111,3577,566,1787,18711,25
2020-01-12,20,18112,651,1555,1272,1271,6333,1306,108,3477,542,1753,18267,155
2020-01-12,21,17642,644,1559,1231,1224,6181,1264,108,3383,527,1725,17845,203
2020-01-12,22,17063,632,1516,1167,1167,6010,1203,105,3275,508,1679,17263,201
2020-01-12,23,16240,610,1525,1082,1101,5704,1117,103,3109,480,1606,16436,196
2020-01-12,24,15448,580,1465,1002,1031,5342,1031,101,2956,447,1552,15507,59
2020-01-13,1,14740,534,1439,954,994,5058,982,99,2825,437,1509,14830,90
2020-01-13,2,14359,529,1436,933,974,4920,954,98,2782,424,1483,14533,174
2020-01-13,3,14339,527,1439,925,972,4835,944,98,2755,419,1488,14402,63
2020-01-13,4,14488,522,1416,923,981,4801,941,97,2724,421,1478,14304,-184
2020-01-13,5,14462,525,1390,946,992,4813,956,96,2821,418,1490,14447,-15
2020-01-13,6,15178,572,1406,996,1040,5107,1010,100,2948,436,1548,15164,-14
2020-01-13,7,16554,583,1433,1116,1134,5635,1134,107,3177,476,1652,16448,-106
2020-01-13,8,17968,609,1520,1225,1225,6257,1213,112,3462,526,1794,17943,-25
2020-01-13,9,18421,644,1548,1252,1249,6433,1239,114,3544,541,1832,18397,-23
2020-01-13,10,18480,639,1518,1248,1233,6537,1239,111,3552,546,1810,18433,-47
2020-01-13,11,18391,597,1502,1251,1212,6608,1223,110,3528,549,1803,18383,-8
2020-01-13,12,18249,591,1463,1261,1200,6637,1207,99,3533,555,1785,18330,82
2020-01-13,13,18132,586,1449,1256,1190,6603,1187,99,3524,559,1764,18217,84
2020-01-13,14,18049,588,1423,1261,1184,6584,1174,106,3555,554,1762,18191,142
2020-01-13,15,18005,572,1435,1261,1180,6559,1172,104,3522,550,1781,18138,133
2020-01-13,16,18108,563,1438,1266,1199,6593,1175,104,3505,553,1817,18213,105
2020-01-13,17,18642,558,1501,1325,1260,6690,1221,109,3578,560,1872,18673,31
2020-01-13,18,19271,575,1511,1381,1323,6909,1296,111,3735,581,1879,19300,29
2020-01-13,19,19041,595,1517,1368,1293,6860,1279,109,3712,568,1846,19148,107
2020-01-13,20,18771,635,1515,1333,1287,6729,1256,108,3665,557,1819,18904,133
2020-01-13,21,18349,617,1517,1291,1269,6515,1226,106,3631,543,1790,18504,156
2020-01-13,22,17631,601,1485,1200,1204,6285,1164,102,3471,519,1730,17760,129
2020-01-13,23,16486,580,1455,1106,1104,5897,1078,101,3253,485,1640,16699,213
2020-01-13,24,15353,557,1389,1036,1014,5486,991,98,3055,446,1559,15631,278
2020-01-14,1,14611,536,1326,965,969,5110,936,95,2914,425,1498,14775,164
2020-01-14,2,14013,539,1302,943,955,4865,905,94,2835,415,1473,14325,312
2020-01-14,3,13792,541,1303,914,951,4750,887,94,2771,409,1446,14067,274
2020-01-14,4,13749,539,1283,931,951,4726,885,93,2752,434,1439,14033,284
2020-01-14,5,14068,548,1317,954,969,4793,900,94,2738,442,1448,14201,133
2020-01-14,6,14668,550,1291,1011,1013,5034,949,95,2890,443,1488,14764,95
2020-01-14,7,15920,571,1397,1120,1118,5512,1050,105,3166,477,1591,16109,189
2020-01-14,8,17457,604,1476,1223,1186,6110,1158,111,3468,521,1730,17588,131
2020-01-14,9,17751,611,1487,1211,1192,6288,1180,110,3493,533,1742,17846,95
